City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
287,canico,CL,2023-10-30 06:12:51,-41.8697,-73.8203,94,79,44.24000000000002,5.5
288,tolanaro,BR,2023-10-30 06:12:51,-10.4389,-62.4664,33,78,74.42599999999999,1.1
289,bandipura,AS,2023-10-30 06:12:51,-14.2336,-169.5144,24,80,80.97799999999997,10.62
290,callao,CN,2023-10-30 06:12:52,23.8997,106.6133,100,76,74.89399999999998,1.21
291,sao tome,AR,2023-10-30 06:12:52,-31.2503,-61.4867,60,67,68.26999999999995,3.58
292,itamaraca,GU,2023-10-30 06:12:52,13.4626,144.6933,0,84,84.52400000000002,4.12
293,langepas,AF,2023-10-30 06:12:52,32.6268,65.8733,2,15,78.40399999999995,2.01
294,chibougamau,RU,2023-10-30 06:12:52,62.6683,131.1683,100,96,12.05600000000003,2.31
295,acapulco de juarez,CN,2023-10-30 06:12:53,31.1667,97.2333,93,37,38.76799999999999,0.96
296,xianning,US,2023-10-30 06:12:53,45.8191,-108.4149,0,63,26.761999999999954,7.72
297,xining,GR,2023-10-30 06:12:53,38.435,22.8739,0,53,74.20999999999998,1.82
298,itajuba,ZA,2023-10-30 06:11:04,-33.0117,17.9442,0,35,69.63800000000005,6.22
299,bokhan,NC,2023-10-30 06:12:54,-21.0595,164.8658,4,69,66.91999999999996,2.1
300,nuuk,US,2023-10-30 06:12:54,32.7941,-79.8626,0,97,65.26400000000004,0
301,walvis bay,TK,2023-10-30 06:12:54,-8.5421,-172.5159,9,75,84.41600000000001,6.54
302,dadukou,RU,2023-10-30 06:12:54,67.4667,78.7,13,92,4.783999999999992,0.79
303,zhalantun,CF,2023-10-30 06:12:55,4.1178,15.1393,77,67,83.55199999999998,2.56
304,as sulayyil,SA,2023-10-30 06:12:55,20.4607,45.5779,65,22,88.32200000000003,5.3
305,camocim,RU,2023-10-30 06:12:20,51.6667,135.7,69,87,31.60399999999995,1.92
306,labrador city,UA,2023-10-30 06:12:56,45.0333,35.3833,1,68,65.48000000000005,3.54
307,ancud,VN,2023-10-30 06:12:56,10.346,107.0843,66,80,83.67799999999997,6.44
308,puerto ayora,US,2023-10-30 06:12:56,20.9219,-156.3051,0,82,76.316,3.6
309,dhidhdhoo,TN,2023-10-30 06:12:56,36.8476,11.0939,89,78,77.59399999999997,11.92
310,guiglo,LY,2023-10-30 06:11:18,24.9647,10.1728,0,15,86.63000000000005,1.81
311,laem sing,GF,2023-10-30 06:12:57,4.9167,-52.2667,75,94,77.30600000000004,1.54
312,kamaishi,,,,,,,,
313,bumba,RU,2023-10-30 06:12:58,48.4642,135.4567,100,35,48.811999999999955,3.58
314,katabu,CA,2023-10-30 06:12:58,54.7804,-127.1743,37,91,27.57200000000004,0.26
315,codajas,,,,,,,,
316,hadithah,MH,2023-10-30 06:12:58,11.3474,162.3373,67,72,84.59600000000006,8.06
317,flying fish cove,AR,2023-10-30 06:12:59,-40.8135,-62.9967,0,35,45.806000000000026,5.37
318,kivioli,NA,2023-10-30 06:09:41,-22.9575,14.5053,6,62,67.118,5.25
319,tabou,RU,2023-10-30 06:12:59,62.7161,129.6658,100,96,7.988000000000046,1.91
320,rawson,PK,2023-10-30 06:12:59,28.8947,64.4101,38,17,87.06199999999995,2.98
321,alofi,TR,2023-10-30 06:13:00,41.0645,39.1438,71,68,71.31199999999995,3.11
322,fuvahmulah,GL,2023-10-30 06:13:01,66.9395,-53.6735,92,66,31.748000000000026,3.6
323,ouellah,WF,2023-10-30 06:13:01,-13.2816,-176.1745,1,73,83.48000000000005,2.85
324,nova sintra,GL,2023-10-30 06:13:01,68.7098,-52.8699,100,93,18.751999999999974,4.89
325,aban,BO,2023-10-30 06:13:01,-19.0333,-65.2627,51,76,57.16400000000003,1.56
326,san antonio del tachira,CV,2023-10-30 06:13:02,14.9215,-23.5087,40,65,83.20999999999998,3.6
327,bengkulu,IN,2023-10-30 06:11:51,12.5,75,98,86,79.57400000000001,2.29
328,takamaka,CV,2023-10-30 06:13:02,14.8667,-24.7167,98,63,74.30000000000001,0.87
329,catumbela,BA,2023-10-30 06:13:03,43.8222,17.6092,24,42,66.81199999999995,2.89
330,george town,ID,2023-10-30 06:13:03,-0.8667,134.0833,38,80,80.49199999999999,0.4
331,laascaanood,MY,2023-10-30 06:13:03,5.4112,100.3354,20,70,87.99800000000002,3.09
332,lazaro cardenas,IN,2023-10-30 06:11:27,27.1333,81.9333,46,34,85.78399999999999,2.4
333,karungdong,CA,2023-10-30 06:12:33,56.2501,-117.286,100,91,25.93399999999999,0.86
334,richards bay,ZM,2023-10-30 06:13:04,-15.7691,28.1814,94,44,84.39800000000002,5.55
335,mayahi,BT,2023-10-30 06:13:04,27.6679,91.1839,23,75,68.82799999999997,2.56
336,bolgatanga,RU,2023-10-30 06:13:04,49.0869,140.2543,56,79,39.2,1.42
337,burela de cabo,US,2023-10-30 06:13:05,41.7057,-70.2286,100,96,54.28399999999999,3.6
338,papao,TN,2023-10-30 06:13:05,37.05,11.0144,91,68,79.39399999999998,11.94
339,viqueque,BR,2023-10-30 06:13:05,-30.1811,-50.2056,52,87,69.44000000000003,3.49
340,illizi,MG,2023-10-30 06:13:05,-22.2833,44.5167,0,16,96.36799999999998,4.09
341,pengcheng,CN,2023-10-30 06:13:06,32.3174,121.1855,0,74,70.17799999999997,4.85
342,port lincoln,NP,2023-10-30 06:13:06,26.8418,88.0763,23,66,68.234,1.35
343,gueoul,LT,2023-10-30 06:13:07,55.1667,26,100,82,54.10399999999996,5.63
344,mahdia,CL,2023-10-30 06:13:07,-42.6128,-73.8092,96,98,38.67799999999996,1.09
345,kiunga,CD,2023-10-30 06:10:09,0.5167,25.2,76,43,93.63200000000002,1.97
346,mount gambier,IS,2023-10-30 06:13:08,65.6835,-18.0878,0,86,17.798000000000023,1.54
347,tillaberi,GB,2023-10-30 06:13:08,57.5953,-4.4272,100,77,48.41600000000001,5.85
348,veraval,ID,2023-10-30 06:13:08,-9.4467,124.4781,87,70,77.05399999999995,2.3
349,talodi,CN,2023-10-30 06:13:08,23.0964,109.6092,78,78,75.23599999999996,1.65
350,asau village,BY,2023-10-30 06:13:09,52.4089,31.3237,67,68,62.29399999999997,6.98
351,leh,RU,2023-10-30 06:13:09,57.8506,114.1933,98,48,20.44399999999997,1.56
352,zaozersk,RU,2023-10-30 06:13:09,56.8944,74.371,100,74,27.338000000000044,5.47
353,new norfolk,AU,2023-10-30 06:13:10,-12.497,131.047,100,66,87.98000000000005,1.73
354,dire,UG,2023-10-30 06:13:10,0.0644,32.4469,20,69,77.59399999999997,3.09
355,college,LY,2023-10-30 06:13:10,30.7554,20.2263,73,49,78.61999999999996,1.88
356,la paz,US,2023-10-30 06:11:21,29.8269,-82.5968,3,96,63.14000000000002,1.34
357,rio preto da eva,PE,2023-10-30 06:13:11,-16.0833,-69.6667,29,38,42.20600000000003,1.98
358,touros,US,2023-10-30 06:13:11,60.5544,-151.2583,100,85,41.41400000000003,6.69
359,mugia,CF,2023-10-30 06:13:12,5.718,19.0739,93,62,86.99000000000002,2.37
360,fort bragg,PK,2023-10-30 06:13:12,31.8359,71.4362,0,19,90.03200000000001,1.71
361,les sables-d'olonne,IN,2023-10-30 06:13:12,18.4167,84.05,5,60,82.49000000000002,5.19
362,hazorasp,RU,2023-10-30 06:13:12,44.0306,145.8556,0,76,46.65199999999997,1.21
363,goldap,BY,2023-10-30 06:13:12,54.8731,26.9359,97,81,54.446000000000055,6.42
364,floro,RU,2023-10-30 06:13:13,66,111.5,100,98,-2.8660000000000068,2.8
365,mili,,,,,,,,
366,shingu,CA,2023-10-30 06:13:13,56.7268,-111.381,100,74,24.583999999999993,2.57
367,san antonio de pale,IN,2023-10-30 06:13:13,22.0833,85.35,5,45,81.10399999999996,2.53
368,tanabe,ID,2023-10-30 06:13:13,-2.5333,140.7,100,83,80.25800000000001,4.93
369,tsiombe,CI,2023-10-30 06:13:14,5.1367,-5.0242,7,68,85.49600000000005,2.91
370,carutapera,JP,2023-10-30 06:13:14,33.7333,135.9833,0,83,58.73000000000005,1.77
371,grodzisk wielkopolski,YE,2023-10-30 06:13:14,13.9833,44.3833,76,57,69.13399999999999,3.46
372,lerwick,GB,2023-10-30 06:13:14,50.724,-1.2758,100,85,57.25399999999995,4.02
373,saint-philippe,KE,2023-10-30 06:13:15,3.9366,41.867,100,72,78.15199999999999,2.63
374,sitka,,,,,,,,
375,shulan,RU,2023-10-30 06:13:15,65.5333,72.5167,11,87,12.235999999999965,1.19
376,hastings,BR,2023-10-30 06:13:16,-4.085,-63.1414,94,54,79.43000000000004,1.03
377,olanchito,SO,2023-10-30 06:13:16,-0.3582,42.5454,55,63,85.35199999999998,4.98
378,buala,CA,2023-10-30 06:13:16,52.3168,-112.7186,100,92,18.64399999999997,2.4
379,bikenibeu village,US,2023-10-30 06:13:17,34.8014,-106.5436,24,70,33.58399999999999,3.86
380,tarija,FR,2023-10-30 06:13:17,43.4018,3.6966,100,85,66.50600000000003,8.69
381,vila do maio,TO,2023-10-30 06:13:17,-18.65,-173.9833,26,88,77.19800000000004,10.68
382,ribeira brava,CA,2023-10-30 06:13:17,45.7668,-61.2985,100,91,41.68399999999999,2.44
383,toga village,,,,,,,,
384,salalah,BR,2023-10-30 06:12:40,-14.7972,-57.2881,67,64,80.13200000000002,1.08
385,konduga,NG,2023-10-30 06:13:18,11.65,7.2333,46,17,91.49000000000002,7.96
386,naracoorte,BR,2023-10-30 06:11:00,-3.3783,-68.8725,100,99,72.42799999999997,0.96
387,dingzhou,MN,2023-10-30 06:13:19,49.4783,100.8894,64,68,31.640000000000022,1.22
388,mitu,CI,2023-10-30 06:13:19,5.2118,-3.7388,4,68,84.434,2.6
389,sandnessjoen,RU,2023-10-30 06:13:19,60.3725,93.0408,100,85,11.840000000000021,1.34
390,ciudad bolivar,ES,2023-10-30 06:13:20,39.8885,4.2658,20,83,70.62799999999996,5.66
391,klaksvik,ML,2023-10-30 06:11:34,18.4411,1.4078,2,8,95.09000000000003,7.93
392,kajaani,,,,,,,,
393,tierralta,CI,2023-10-30 06:13:20,6.7297,-3.4964,8,59,87.89000000000001,1.12
394,benghazi,US,2023-10-30 06:13:21,30.2169,-90.9001,40,96,69.54800000000003,0
395,kievka,ES,2023-10-30 06:13:21,39.8526,4.2594,20,83,70.46600000000001,5.66
396,smithers,CO,2023-10-30 06:12:47,3.8653,-67.9239,99,98,72.76999999999995,1.09
397,westport,GY,2023-10-30 06:13:22,3.3803,-59.7968,15,73,78.22400000000002,4.8
398,barra de santo antonio,US,2023-10-30 06:11:46,34.6391,-120.4579,0,58,53.20399999999995,5.66
399,coahuayana de hidalgo,SB,2023-10-30 06:13:22,-8.7676,160.7034,100,90,78.24199999999999,2.23
400,seven pagodas,CN,2023-10-30 06:13:22,39.7432,98.5174,0,14,64.41799999999998,3.14
401,ulsteinvik,,,,,,,,
402,mawlaik,RU,2023-10-30 06:13:23,44.7561,136.2939,76,59,45.14000000000002,1.59
403,altay,PH,2023-10-30 06:13:23,14.0453,124.1694,99,85,80.69000000000003,6.02
404,kapa'a,BR,2023-10-30 06:12:01,-5.795,-35.2094,75,83,76.118,1.54
405,fuerte olimpo,LK,2023-10-30 06:13:24,6.024,80.7911,45,70,86.43200000000002,2.82
406,lethbridge,SD,2023-10-30 06:13:24,13.5167,35.7667,22,50,87.368,1.96
407,noumea,CL,2023-10-30 06:13:24,-43.1167,-73.6167,100,91,41.26999999999996,2.85
408,sal rei,US,2023-10-30 06:08:25,19.7297,-155.09,75,96,73.52599999999998,3.09
409,berdigestyakh,ID,2023-10-30 06:13:25,5.5577,95.3222,86,76,82.32799999999997,0.78
410,zinjibar,MX,2023-10-30 06:13:25,20.5333,-99.6333,47,93,57.41600000000001,2.18
411,poyarkovo,AS,2023-10-30 06:13:25,-14.3358,-170.72,75,78,82.61600000000001,6.69
412,puerto deseado,CF,2023-10-30 06:13:25,10.2849,22.7882,95,30,94.71199999999996,2.71
413,maun,NZ,2023-10-30 06:09:55,-41.2833,173.2833,100,80,55.940000000000026,2.42
414,calvi,BR,2023-10-30 06:13:26,-17.3411,-39.2208,82,72,77.03599999999997,4.14
415,giyani,RU,2023-10-30 06:13:26,53.1406,140.73,100,76,33.16999999999996,1.81
416,tantou,NC,2023-10-30 06:13:27,-22.2833,166.5833,10,72,64.65199999999999,2.17
417,filipstad,ET,2023-10-30 06:09:35,9.35,42.8,59,46,75.38000000000005,1.93
418,riyadh,RU,2023-10-30 06:13:27,56.6709,124.6491,92,92,5.756000000000029,2.7
419,ourilandia do norte,AR,2023-10-30 06:13:27,-38.926,-69.2086,0,10,40.40600000000003,2.68
420,clinton,GF,2023-10-30 06:13:28,5.6592,-53.7767,86,92,76.87400000000002,3
421,savannakhet,CN,2023-10-30 06:13:28,29.7333,115.9833,0,45,75.84800000000003,1.98
422,awjilah,ES,2023-10-30 06:13:28,42.7897,-4.8482,6,70,44.924000000000014,5.28
423,nema,CA,2023-10-30 06:09:22,46.3168,-79.4663,100,98,38.20999999999998,3.6
424,thalmassing,US,2023-10-30 06:13:28,42.1584,-72.3287,100,84,48.127999999999965,2.57
425,valley city,VI,2023-10-30 06:13:29,17.7397,-64.7388,75,89,81.31999999999996,6.69
426,victorica,AR,2023-10-30 06:13:29,-43.3002,-65.1023,40,53,44.79800000000002,5.82
427,mejit,BF,2023-10-30 06:13:29,10.9667,-3.25,0,25,97.15999999999998,1.54
428,nadi,US,2023-10-30 06:13:29,44.9369,-91.3929,0,77,24.25999999999998,4.12
429,luanda,RU,2023-10-30 06:13:30,58.0458,63.696,100,80,28.34600000000005,4.54
430,campamento,CM,2023-10-30 06:13:30,2.9333,11.9833,99,77,80.13200000000002,1.6
431,cabo san lucas,RU,2023-10-30 06:13:30,55.7833,109.55,21,59,21.272000000000034,1.34
432,hameenkyro,SA,2023-10-30 06:13:31,29.5,38.75,60,49,72.75199999999998,5.51
433,laojunmiao,UY,2023-10-30 06:13:31,-34.9667,-54.95,100,96,59.377999999999965,10.8
434,brandfort,ZA,2023-10-30 06:13:31,-31.8976,26.8753,7,30,59.39600000000005,8.89
435,giado,GB,2023-10-30 06:10:44,51.5877,-2.9984,98,87,58.946000000000055,4.86
436,manokwari,BR,2023-10-30 06:13:32,-5.1989,-35.4608,38,56,81.55399999999995,7.39
437,rio de janeiro,AR,2023-10-30 06:13:32,-30.7264,-64.8039,2,69,54.37400000000001,13.76
438,ati,IS,2023-10-30 06:13:32,65.7461,-19.6394,82,81,30.74000000000002,3.54
439,gamba,AU,2023-10-30 06:13:33,-12.4611,130.8418,0,57,88.05199999999998,4.63
440,caleta de carquin,AR,2023-10-30 06:13:33,-36.3132,-57.6792,100,87,49.766000000000005,3.09
441,yamada,RU,2023-10-30 06:13:33,62.0989,126.6992,65,100,-3.5500000000000043,0.68
442,antsiranana,CA,2023-10-30 06:13:33,53.7168,-113.2187,100,67,30.308000000000003,2.21
443,fannuj,JP,2023-10-30 06:13:34,33.2833,134.15,1,56,65.69600000000005,1.54
444,amuntai,CN,2023-10-30 06:13:34,18.2431,109.505,100,84,78.81799999999998,2.92
445,sydney,AU,2023-10-30 06:13:34,-38.3333,143.5833,70,59,52.44800000000002,6.3
446,portland,IN,2023-10-30 06:13:35,34.2,74.35,1,21,71.41999999999996,1.22
447,markovo,RU,2023-10-30 06:13:35,51.5,46.1167,97,60,42.51199999999996,1.79
448,merizo village,ES,2023-10-30 06:13:35,43.1041,-9.2179,99,73,61.17799999999997,9.9
449,san julian,KI,2023-10-30 06:13:36,1.3673,173.1241,40,74,86.234,1.54
450,kayangel,RE,2023-10-30 06:13:36,-21.3393,55.4781,75,61,84.14600000000004,2.57
451,quang ngai,FM,2023-10-30 06:13:36,5.3248,163.0078,63,74,84.63200000000002,5.88
452,vrangel',,,,,,,,
453,airuk,MX,2023-10-30 06:13:37,17.0385,-92.1891,100,99,64.99399999999997,0.37
454,curillo,,,,,,,,
455,toliara,ES,2023-10-30 06:13:37,41.6167,0.6167,0,84,63.067999999999984,2.57
456,saurimo,CM,2023-10-30 06:13:37,4.0333,14.9333,69,61,84.57799999999997,2.57
457,tengrela,UZ,2023-10-30 06:13:38,41.55,61.0167,90,31,77.18000000000004,1.38
458,ust-tsilma,US,2023-10-30 06:08:57,30.3158,-89.2475,0,93,66.52400000000002,2.06
459,palmer,CN,2023-10-30 06:13:38,33.0728,107.0303,0,64,67.40600000000003,0.57
460,nar'yan-mar,ID,2023-10-30 06:13:39,-2.9627,119.9001,60,85,71.95999999999998,0.55
461,vilhena,MV,2023-10-30 06:13:39,6.8833,73.1,100,76,80.27599999999998,2.24
462,hampton bays,MA,2023-10-30 06:13:39,32.8627,-6.5736,97,65,64.958,4.58
463,durango,CA,2023-10-30 06:12:47,48.9332,-55.6649,25,78,31.76600000000001,4.19
464,nukunonu,BR,2023-10-30 06:13:40,-3.3542,-64.7114,47,79,76.26199999999996,1.15
465,de aar,CN,2023-10-30 06:13:40,32.4367,119.5508,0,49,71.16799999999998,2.07
466,trincomalee,IE,2023-10-30 06:13:40,52.05,-9.5167,75,93,50.32400000000001,0
467,zag,JP,2023-10-30 06:13:40,37.05,136.9667,91,80,58.58599999999997,2.16
468,bukama,GB,2023-10-30 06:13:41,50.8243,-4.5413,62,90,55.274000000000015,0.45
469,cannonvale,GU,2023-10-30 06:13:41,13.3886,144.6585,0,85,84.57799999999997,4.12
470,temirlanovka,LR,2023-10-30 06:13:41,4.6797,-8.2339,2,66,85.226,2.02
471,truro,NC,2023-10-30 06:13:41,-21.55,167.8833,4,68,67.80199999999998,4.46
472,mazamari,FR,2023-10-30 06:13:42,47.5105,6.9996,95,68,56.04800000000003,3.11
473,baker city,BR,2023-10-30 06:13:42,-3.1022,-67.9397,48,98,72.08599999999997,0.75
474,torghay,FM,2023-10-30 06:13:42,6.9248,158.1611,100,74,81.608,2.57
475,hirara,MA,2023-10-30 06:13:43,32.53,-1.95,95,34,68.88200000000002,2.89
476,grand gaube,AU,2023-10-30 06:13:43,-15.7667,128.7333,52,49,91.65199999999999,4.63
477,san jose village,IS,2023-10-30 06:13:43,65.2653,-14.3948,20,93,23.180000000000042,2.57
478,sabang,IN,2023-10-30 06:13:44,10.5669,72.642,99,70,82.59800000000003,2.3
479,hamilton,ZW,2023-10-30 06:11:13,-20.9333,29,100,82,55.75999999999998,7.23
480,pakuranga,US,2023-10-30 06:13:44,43.0362,-70.8328,100,91,49.11799999999998,2.06
481,salinopolis,ZM,2023-10-30 06:13:45,-11.7358,24.4293,100,48,79.79000000000002,2.2
482,piti village,SE,2023-10-30 06:13:45,56.1997,12.558,90,87,54.71600000000001,8.64
483,nuku'alofa,PK,2023-10-30 06:11:48,25.1216,62.3254,1,57,85.35199999999998,6.24
484,shangzhi,BR,2023-10-30 06:09:50,-13.275,-50.1628,89,52,83.19200000000001,1.19
485,ciudad lazaro cardenas,AU,2023-10-30 06:13:46,-23.7,133.8833,32,6,89.41999999999996,3.09
486,edd,AR,2023-10-30 06:13:46,-28.4875,-59.3551,100,95,71.94200000000001,4.93
487,guarapari,RU,2023-10-30 06:13:46,55.6078,37.7956,100,99,34.682000000000016,5.5
488,gemena,CA,2023-10-30 06:10:18,54.1502,-115.6855,100,76,28.688000000000045,1.25
489,soio,IN,2023-10-30 06:10:20,27.9167,96.1667,1,62,80.63599999999997,0.27
490,ust'-barguzin,RU,2023-10-30 06:13:47,55.8252,34.2736,100,100,41.63000000000004,7.94
491,lamia,,,,,,,,
492,tanjung pandan,YE,2023-10-30 06:13:47,12.65,54.0333,97,68,83.26400000000004,4.75
493,polyarnyy,NO,2023-10-30 06:13:48,62.4723,6.1549,0,59,42.601999999999975,9.26
494,khamis mushait,FR,2023-10-30 06:13:48,47.7065,-3.3834,75,93,54.48200000000001,0.51
495,kalymnos,TR,2023-10-30 06:13:48,39.2725,36.751,100,34,66.55999999999997,2.82
496,sorong,US,2023-10-30 06:13:48,55.3422,-131.6461,100,87,43.05199999999998,0
497,miguel aleman (la doce),FR,2023-10-30 06:13:49,43.652,3.5509,100,86,67.226,6.61
498,nyzhni sirohozy,MX,2023-10-30 06:13:49,26.1167,-103.45,20,82,67.67599999999999,3.2
499,extrema,ES,2023-10-30 06:13:49,41.3535,-1.6432,100,70,55.184,7
500,bridgewater,CA,2023-10-30 06:13:50,52.9463,-66.9114,100,79,21.380000000000038,1.54
501,fort mcmurray,US,2023-10-30 06:13:50,47.1219,-88.569,100,90,31.082000000000015,1.79
502,willemstad,AR,2023-10-30 06:13:50,-37.2639,-56.973,100,67,51.33200000000002,0.56
503,tarakan,PY,2023-10-30 06:13:50,-21.0415,-57.8738,56,53,84.03800000000004,3.6
504,port saint john's,BR,2023-10-30 06:13:51,-15.2261,-59.3353,39,67,77.84600000000006,1.17
505,richmond hill,MH,2023-10-30 06:13:51,11.1635,166.8941,97,81,83.78599999999997,9.41
506,as-suwayda,RU,2023-10-30 06:13:51,62.59,50.8594,100,89,27.032000000000018,1.36
507,kalabo,MY,2023-10-30 06:13:51,5.3302,103.1408,58,75,83.55199999999998,1.65
508,bardai,MR,2023-10-30 06:13:52,17.0481,-13.9209,8,32,88.55600000000004,1.77
509,laramie,ZA,2023-10-30 06:13:52,-28.783,32.0377,81,57,66.434,7.55
510,severodvinsk,ES,2023-10-30 06:13:52,38.8333,-2,40,72,60.08000000000004,9.26
511,margate,US,2023-10-30 06:13:52,59.6425,-151.5483,100,82,46.075999999999986,1.79
512,taoudenni,RU,2023-10-30 06:13:53,61.2544,75.2124,57,82,17.69000000000002,2.99
513,qa'en,CL,2023-10-30 06:12:18,-39.8142,-73.2459,100,98,41.26999999999996,0.94
514,sisimiut,FR,2023-10-30 06:13:54,48.75,-3.4167,98,95,53.27599999999999,0.45
515,onguday,CA,2023-10-30 06:13:54,54.0524,-128.6534,27,73,25.448000000000025,0.98
516,olyokminsk,CA,2023-10-30 06:13:36,49.8167,-94.4337,75,92,20.048000000000023,2.68
517,novokazalinsk,SB,2023-10-30 06:13:54,-8.145,159.5921,100,84,80.618,1.45
518,chilaw,CF,2023-10-30 06:13:55,8.4109,20.6473,67,40,92.19200000000001,1.87
519,sergach,TZ,2023-10-30 06:13:55,-10.6833,35.65,15,26,90.33800000000005,4.16
520,trinidad,AU,2023-10-30 06:13:56,-20.3167,118.5667,40,83,82.72400000000002,6.69
521,puyang chengguanzhen,IN,2023-10-30 06:13:56,21.7786,87.7536,0,54,84.55999999999997,1.63
522,santa luzia,YE,2023-10-30 06:13:56,14.5425,49.1242,100,57,83.75,4.49
523,karamay,AU,2023-10-30 06:13:56,-20.7333,139.5,75,48,84.23599999999996,3.6
524,howard springs,RU,2023-10-30 06:13:57,67.5,64,48,97,0.7700000000000102,1.63
525,nasir,GR,2023-10-30 06:11:52,37.6333,22.7333,0,41,73.058,1.52
526,dul'durga,BR,2023-10-30 06:13:57,-2.8856,-40.12,85,70,80.43800000000005,8.19
527,tindouf,MT,2023-10-30 06:13:58,35.8311,14.4742,0,65,78.584,7.72
528,plastun,RU,2023-10-30 06:13:58,59.5833,151.2833,6,65,14.414000000000033,1.78
529,vila velha,ID,2023-10-30 06:13:58,-2.6333,140.5833,40,83,79.88000000000005,1.03
530,yamagata,RU,2023-10-30 06:13:59,66.9672,30.3491,70,93,17.924000000000014,0.57
531,trang,TR,2023-10-30 06:13:59,41.8036,35.2011,80,68,69.83599999999997,4.71
532,takoradi,ID,2023-10-30 06:13:59,-8.5356,118.4622,78,61,85.67599999999999,0.75
533,magistral'nyy,IR,2023-10-30 06:14:00,27.1467,57.0801,2,36,91.94000000000003,4.91
534,ifrane,CN,2023-10-30 06:14:00,31.7667,104.7167,100,73,67.226,0.91
535,port shepstone,SO,2023-10-30 06:14:00,7.9803,49.8164,85,63,85.47799999999997,5.9
536,kovalam,RU,2023-10-30 06:14:00,52.0333,113.55,100,33,24.241999999999997,3
537,karelichy,US,2023-10-30 06:13:51,45.5234,-122.6762,0,64,45.71600000000001,5.36
538,yanchep,UZ,2023-10-30 06:14:01,38.694,65.6751,0,16,86.52200000000005,1.03
539,slave lake,US,2023-10-30 06:14:02,42.2506,-75.833,100,90,51.727999999999966,2.57
540,keflavik,NO,2023-10-30 06:14:02,66.0217,12.6316,40,80,30.685999999999968,2.57
541,ishigaki,NG,2023-10-30 06:10:32,6.5833,3.75,100,74,85.44200000000001,1.05
542,prince rupert,JP,2023-10-30 06:14:03,34.6667,138.95,10,70,57.38000000000004,1.09
543,abong mbang,LV,2023-10-30 06:14:04,57.3894,21.5606,20,100,48.398000000000025,1.54
544,eyl,BF,2023-10-30 06:14:04,11.75,-2.9333,1,20,97.75399999999995,2.6
545,farafangana,RU,2023-10-30 06:14:04,54.4418,61.2536,98,94,33.49399999999997,4.31
546,hayma',IS,2023-10-30 06:14:05,64.5383,-21.9206,79,77,39.524000000000015,2.64
547,el bagre,AU,2023-10-30 06:14:05,-30.9833,150.25,5,28,72.35600000000002,2.46
548,namibe,PL,2023-10-30 06:14:05,50.0138,20.987,75,65,65.26400000000004,4.59
549,skiathos,AF,2023-10-30 06:09:07,33.2957,61.9522,5,13,83.01199999999996,5.96
550,nouadhibou,IN,2023-10-30 06:09:20,15.4,73.8,20,74,85.53200000000001,4.63
551,itigi,SE,2023-10-30 06:10:24,65.3172,21.4794,46,79,17.95999999999998,1.41
552,sao vicente,CL,2023-10-30 06:14:06,-27.3667,-70.3333,33,56,62.07799999999996,0.66
553,lima,TN,2023-10-30 06:14:07,35.1676,8.8365,63,19,80.924,9.16
554,tofol,AU,2023-10-30 06:14:07,-34.7333,135.8667,45,71,56.06600000000001,7.79
555,rio san juan,IT,2023-10-30 06:14:07,37.7077,12.4999,60,73,80.74399999999997,14.2
556,nordstemmen,NO,2023-10-30 06:14:08,63.4681,10.9262,0,80,30.182000000000016,2.57
557,north bend,VE,2023-10-30 06:14:08,4.6167,-61.1333,9,75,68.45,1.37
558,hami,US,2023-10-30 06:14:08,37.3138,-121.0208,51,29,46.561999999999955,0.55
559,sabha,CD,2023-10-30 06:14:09,0.5,29.4667,10,43,85.00999999999999,1.85
560,kataragama,BR,2023-10-30 06:14:09,-9.0744,-44.3586,7,35,80.38399999999999,1.38
561,bardsir,CN,2023-10-30 06:14:09,40.6167,120.7167,48,50,57.938000000000045,3.3
562,isangel,,,,,,,,
563,tidjikja,SD,2023-10-30 06:14:10,12.9096,23.4741,11,13,93.59600000000006,3.79
564,kem',US,2023-10-30 06:14:10,42.9106,-76.7966,100,99,47.39000000000002,1.56
565,kralendijk,NA,2023-10-30 06:14:10,-28.45,18.7333,0,16,75.12799999999996,4.33
566,paracuru,ML,2023-10-30 06:14:11,22.6783,-3.9836,44,9,95.63000000000005,3.29
567,bontang,BO,2023-10-30 06:14:11,-17.3382,-66.2189,75,40,62.24000000000002,1.54
568,twin falls,US,2023-10-30 06:14:11,40.6734,-73.4365,100,92,58.33399999999999,1.54
569,akureyri,BR,2023-10-30 06:14:12,-11.0483,-45.1931,58,34,78.83599999999997,2.32
570,lamu,MY,2023-10-30 06:14:12,1.55,110.3333,40,98,86.48599999999996,3.09
571,vikhorevka,US,2023-10-30 06:14:12,42.9873,-85.0711,100,95,38.01199999999996,3.6
572,rio grande,ZA,2023-10-30 06:11:02,-26.9802,26.6727,100,63,52.32200000000004,6.47
573,ballina,SN,2023-10-30 06:14:13,13.7539,-13.7586,0,70,86.32400000000001,2.06
574,jeongeup,US,2023-10-30 06:14:13,37.7733,-113.0244,0,58,25.75399999999995,1.54
575,razlog,RU,2023-10-30 06:14:13,56.801,59.9303,100,87,28.4,3
576,aracruz,RU,2023-10-30 06:14:13,45.9514,40.7006,32,40,66.23599999999996,2.46
